0	0	1.76	0	0	2.59	0	0	1.73	
0	0	1.78	
0	0	2.29	
0	0	1.72	
9	0	13.63	
0	2	0.97	
0	2	2.28	
20	3	3.08	
12	2	3.40	
0	2	3.73	
0	0	2.03	
0	0	3.70	
0	0	6.13	
5	0	4.22	
0	0	2.08	
5	0	2.46	
1	0	2.18	
0	0	2.14	
19	0	5.93	
4	1	2.00	
0	0	3.03	
3	3	1.80	
0	3	1.96	
6	1	1.64	
12	2	3.53	
5	2	0.29	
7	0	3.52	
6	1	3.40	
0	1	2.50	
0	1	1.64	
7	0	3.71	
6	0	2.07	
16	1	5.95	
3	2	2.96	
[7]	0	3.62	
